full_word,sentence_word_index,total_word_index
Traddles,22,249882
Sarah,0,249890
Sophy,0,249928
Sophy,0,249932
Traddles,22,249954
Sophy,13,250032
Copperfield,29,250115
Micawber,0,250200
Copperfield,11,250236
Micawber,0,250248
Mortimers,13,250306
Traddles,1,250374
Sophy,13,250732
Micawber,5,250776
Mr. Micawber,13,250803
Copperfield,16,250806
Crupp,0,251248
Peggotty,26,251581
Crupp,0,251789
Crupp,0,251826
Crupp,0,251858
Ai,0,251881
Nothing,17,251898
Dora,26,252183
Janet,27,252501
Trot,5,252479
Barkis,0,252505
Mr. Dick,30,252679
Peggotty,2,252698
Mr. Dick,12,252761
Crupp,0,252826
Mr. Dick,19,252845
Trotwood,43,252869
Mr. Dick,15,252902
ME,7,252894
Dick,8,252995
Oh,22,253009
Dick,30,253247
Mr. Dick,29,253246
Trotwood,25,253242
Peggotty,5,253553
Mr. Dick,7,253734
Dick,8,253735
Peggotty,6,253762
Dick,9,253765
Trot,17,254500
So,0,255182
Tiffey,25,256128
Mr. Spenlow,27,256167
Copperfield,41,256181
Dora,24,256164
Spenlow,24,256354
Copperfield,19,256349
Spenlow,16,256571
Copperfield,11,256566
Spenlow,26,256718
Copperfield,36,256728
Mr. Spenlow,25,256717
Heaven,33,256725
Jorkins,56,256748
Copperfield,6,256756
Jorkins,3,256943
Dora,45,257011
Copperfield,14,256980
Mr. Copperfield,27,257064
Mr. Jorkins,5,257042
Mr. Jorkins,13,257050
Spenlow,9,257101
Spenlow,20,257172
Mr. Spenlow,19,257171
Mr. Jorkins,27,257179
Spenlow,9,257204
Jorkins,25,257220
Spenlow,54,257385
Mr. Spenlow,53,257384
Mr. Copperfield,36,257367
Mr. Jorkins,16,257408
Jorkins,17,257409
Spenlow,10,257539
Copperfield,5,257534
Jorkins,26,257555
Jorkins,15,257578
Spenlow,28,257623
Hope,3,258052
Mr. Wickfield,38,258181
Agnes,0,258143
Agnes,16,258433
Agnes,5,258529
Uriah,27,258610
Agnes,13,258596
Uriah Heep,3,258667
Agnes,12,258831
Crupp,0,258869
Crupp,0,258901
Crupp,0,258935
Trot,28,259114
Betsey Trotwood,12,259171
Agnes,27,259186
Agnes,4,259163
Trot,2,259161
Betsey,0,259278
Betsey,4,259326
Betsey,4,259342
Tom Tiddler,25,259463
Betsey,0,259677
Agnes,15,259713
Agnes,2,259821
Trot,2,260019
Crupp,0,260281
Doctor,45,260671
Agnes,34,260660
Agnes,1,260723
Agnes,0,260856
Agnes,27,261009
Agnes,5,260987
Uriah Heep,23,261042
Wickfield,20,261039
Mr. Wickfield,19,261038
Wickfield,5,261050
Agnes,16,261071
Uriah Heep,8,261203
Wickfield,18,261224
Uriah,12,261218
Uriah,11,261364
Agnes,0,261377
Uriah Heep,23,261563
Betsey Trotwood,36,261576
Agnes,0,261540
Agnes,47,261587
Uriah,9,261845
Mr. Wickfield,16,261852
Deuce,19,261937
Mr. Heep,40,262070
Good God,12,262042
Master Copperfield,6,262177
Uriah Heep,19,262262
Uriah,8,262251
Wickfield,25,262268
Trotwood,40,262283
Uriah Heep,21,262379
Master Copperfield,16,262374
Mr. Wickfield,32,262390
Trotwood,50,262408
Agnes,30,262479
Uriah,51,262500
Trotwood,41,262490
Uriah,18,262524
Wickfield,1,262618
Agnes,12,262691
Agnes,12,262718
Agnes,3,262785
"Oh , Agnes",6,263055
Jip,15,263553
Dora,6,263544
Steerforth,0,263703
Rosa Dartle,8,263731
Copperfield,2,264129
Annie,15,264171
Doctor,12,264168
Jack Maldon,11,264216
Doctor,30,264235
Copperfield,14,264219
Doctor,27,264269
Jack Maldon,1,264275
Markleham,0,264287
Markleham,0,264294
Copperfield,31,264417
Doctor,34,264554
Doctor,18,264538
Jack Maldon,12,265074
Doctor,1,265175
Doctor,11,265262
Strong,0,265273
Strong,0,265334
Jack Maldon,3,265406
Jack Maldon,8,265411
Mr. Maldon,1,265681
Annie,26,265910
Doctor,6,265994
Jack Maldon,13,266094
Doctor,2,266083
Patent,7,266110
Doctor,16,266302
Dora,36,266422
Dora,10,266434
Miss Mills,6,266476
Doctor,20,266588
Mr. Dick,0,266568
Charles the First,30,266678
Traddles,6,266750
Traddles,17,266761
Dick,10,266821
Traddles,31,266857
Traddles,23,266902
Traddles,0,266879
Copperfield,10,267181
", Copperfield",9,267180
Traddles,14,267327
Dick,18,267381
Dick,1,267364
Mr. Dick,20,267452
Traddles,13,267445
Traddles,0,267489
Mr. Dick,10,267499
Mr. Dick,23,267901
Trotwood,19,267897
Micawber,0,268114
Thomas Traddles,18,268245
Micawber,5,268302
Micawber,0,268596
Copperfield,10,268606
Traddles,28,268656
Micawber,0,268662
Micawber,19,268751
Mr. Micawber,18,268750
Copperfield,5,268819
Micawber,0,268824
Micawber,31,268855
Micawber,4,268876
Micawber,0,268889
Micawber,10,268899
Mr. Copperfield,16,269009
Mr. Micawber,37,269030
Micawber,0,268993
Micawber,1,269051
Heep,23,269206
Micawber,0,269183
Heep,3,269218
Micawber,8,269223
Heep,2,269245
Heep,32,269330
Micawber,13,269311
Blackstone,13,269385
Master Micawber,4,269411
Traddles,30,269437
Micawber,9,269514
Micawber,19,269545
Micawber,0,269526
Micawber,0,269556
Micawber,5,269603
Traddles,6,269634
Micawber,5,269714
Traddles,7,269793
Micawber,0,269815
Traddles,4,269819
Mr. Micawber,44,269890
Micawber,0,269846
Micawber,45,269891
Mr. Micawber,10,269951
Micawber,0,270051
Micawber,8,270067
Micawber,19,270158
Micawber,7,270238
Micawber,6,270325
Micawber,0,270470
Traddles,17,270520
Micawber,3,270549
Micawber,0,270574
Traddles,15,270647
Micawber,0,270668
God of Day,22,270887
Thomas Traddles,3,270987
Thomas Traddles,5,271023
Micawber,10,271059
Thomas Traddles,39,271167
Micawber,32,271160
Copperfield,2,271130
Thomas Traddles,10,271201
Micawber,11,271282
Traddles,19,271290
Traddles,22,271326
Micawber,14,271318
Micawber,1,271343
Mr. Micawber,44,271418
Dora,27,271607
Dora,4,271613
Mr. Mills,21,271653
Miss Mills,15,271647
Dick,15,271707
Mr. Dick,14,271706
Crupp,0,271727
Crupp,0,271779
Crupp,0,271805
Crupp,0,271916
Miss Mills,20,272096
Ham,13,272186
Mr. Mills,0,272471
Love,25,272761
Dora,31,272767
Dora,59,272795
Dora,22,272758
Julia Mills,0,272977
Julia Mills,9,272986
Dora,4,273252
And Jip,9,273347
Dora,6,273344
Jip,6,273382
Dora,4,273380
Dora,0,273452
Dora,20,273490
Dora,26,273649
Dora,12,273635
Jip,17,273714
Oh,0,273697
Jip,4,273701
Jip,5,274293
Mills,1,274476
Dora,7,274563
Dora,18,274634
Mills,1,274637
Dora,22,274689
Dora,2,274848
Mills,1,274993
And Dora,0,275005
Jip,16,275047
Dora,8,275116
Whether Dora,0,275208
Dora,19,275375
Dora,10,275366
Dora,5,275388
Dora,11,275863
Traddles,3,275994
Doctor,43,276065
Burke,38,276160
Fox,32,276154
Sheridan,35,276157
Traddles,25,276147
Canning,48,276170
Castlereagh,41,276163
Lord Castlereagh,40,276162
Viscount Sidmouth,43,276165
Traddles,5,276232
Dick,2,276339
Spenlow,15,276642
Murdstone,1,276942
Dora,31,277059
Mr. Copperfield,48,277076
Miss Murdstone,10,277038
Murdstone,11,277039
Spenlow,0,277082
Copperfield,0,277297
David Copperfield,5,277308
Spenlow,3,277306
Miss Spenlow,2,277305
David Copperfield,20,277432
Spenlow,15,277427
Spenlow,38,277493
Spenlow,9,277464
Miss Murdstone,38,277541
Murdstone,0,277503
Spenlow,0,277555
Spenlow,17,277572
Mills,8,277563
Still,23,277605
Miss Murdstone,27,277609
Dragon,18,277600
Spenlow,6,277627
Spenlow,36,277657
Spenlow,38,277706
Mr. Spenlow,37,277705
Miss Murdstone,52,277720
Spenlow,4,277748
Dora,7,277751
Spenlow,6,277769
Mr. Spenlow,22,278019
Mr. Copperfield,35,278032
Miss Murdstone,17,278014
Spenlow,7,278377
Spenlow,15,278461
Mr. Spenlow,14,278460
Miss Spenlow,20,278708
Mr. Spenlow,15,278775
Spenlow,16,278776
Mr. Copperfield,2,278868
Dora,15,278925
Dora,10,278920
Copperfield,9,279070
Spenlow,31,279115
Spenlow,20,279137
Spenlow,8,279305
Mr. Copperfield,28,279325
Dora,4,279720
Dora,15,280011
Jip,4,280000
Copperfield,5,280363
Mills,25,280398
Copperfield,8,280381
Dora,16,280422
Miss Mills,11,280435
Mills,8,280452
Mangle,25,280469
Mills,17,280489
Micawber,37,280534
Mr. Micawber,36,280533
Miss Mills,23,280565
Mills,1,280724
Love,15,280794
Dora,10,280789
Mills,4,280827
Love,11,280841
Mills,7,280852
Dora,7,280896
Mills,11,280935
Mr. Spenlow,39,281160
Tiffey,44,281165
Tiffey,12,281133
Tiffey,34,281253
Tiffey,16,281398
Death,25,281687
Dora,14,281703
Spenlow,7,281853
Jorkins,1,282031
Copperfield,39,282090
Tiffey,13,282064
Tiffey,2,282053
Tiffey,34,282085
Jorkins,30,282081
Mr. Jorkins,7,282195
Dora,13,283009
Julia Mills,20,283035
Jip,25,283040
Putney,27,283042
O,13,283028
Dora,0,283015
Gazelle,6,283317
Julia,10,283382
Drew,0,283400
Cook,0,283498
Man,9,283507
Cook,0,283511
Cook,1,283522
Gazelle,4,283580
Mills,4,283726
Dora,7,283745
Dora,20,283758
Janet,0,283925
Strong,0,283933
Agnes,33,284037
Miss Mills,7,284011
Doctor,15,284054
Doctor,4,284043
Spenlow,34,284166
Spenlow,11,284143
Jorkins,1,284205
Agnes,14,284966
Uriah Heep,21,285106
Micawber,32,285117
Wickfield,3,285088
Micawber,1,285150
Uriah,10,285174
Micawber,9,285257
Uriah Heep,16,285307
Heep,14,285385
Micawber,0,285717
Wickfield,2,285836
Heep,4,285838
Micawber,27,285932
Copperfield,22,285927
Wickfield,37,285942
Copperfield,54,286016
Micawber,7,285969
Mr. Micawber,6,285968
Miss Wickfield,25,285987
Micawber,6,286155
Heep,0,286262
Agnes,8,286274
Agnes,19,286965
Agnes,34,287172
Agnes,20,287472
Agnes,21,287529
Dora,14,287692
Agnes,9,287717
Agnes,18,287855
Trotwood,14,287851
Uriah Heep,10,287962
Mr. Wickfield,7,287959
Wickfield,8,287960
Uriah,2,287967
Micawber,20,288020
Copperfield,0,288138
Mr. Wickfield,41,288179
Wickfield,42,288180
Agnes,9,288279
Uriah,5,288413
Ury,5,288433
Wickfield,24,288598
Agnes,7,288610
Heep,0,288637
Agnes,30,288733
Agnes,4,288944
Agnes,8,289118
Agnes,8,289152
Heep,0,289144
Master Copperfield,21,289583
Jack Ketch,15,289890
Uriah,27,289902
Uriah,14,289971
Master Copperfield,30,290003
Master Copperfield,4,290096
Uriah,25,290684
Uriah,55,291248
Copperfield,1,291194
Mr. Copperfield,0,291193
Come,47,291240
Mr. Dick,32,291282
Copperfield,17,291267
Mr. Wickfield,23,291273
Commons,39,291289
Uriah,35,291338
Uriah,19,291322
I,0,291419
Agnes Wickfield,8,291537
Wickfield,17,292030
Mr. Wickfield,18,292071
Wickfield,22,292234
Mr. Wickfield,23,292581
Uriah Heep,45,292603
Uriah,0,292558
Master Copperfield,33,292847
Uriah,38,292852
Agnes,23,292897
Uriah,12,293485
Profuse,5,293571
Mr. Dick,42,293757
Doctor,22,294103
Peggotty,7,294422
Emily,6,294436
Martha,2,294432
Martha Endell,0,294447
Ham,18,294465
Mas’r Davy,12,294496
Peggotty,0,295153
Martha,15,295754
God,1,295740
Darling,12,295833
Darling,3,295840
Mr. Peggotty,22,296190
Mas’r Davy,2,296469
Missis Gummidge,16,296583
Dan’l,11,296610
Mr. Peggotty,39,297446
DORA,0,298255
Copperfield,26,298400
Misses Spenlow,1,298375
Thomas Traddles,45,298492
Misses Spenlow,24,298471
Copperfield,6,298505
Mills,23,298546
Julia,16,298709
Julia,21,298714
Spenlow,22,298833
Mr. Dick,19,298854
Traddles,27,298862
Traddles,21,299028
Copperfield,10,299079
Sophy,17,299198
Beauty,32,299232
Traddles,19,299219
Sophy,3,299281
Traddles,13,299320
Sophy,3,299414
Crewler,0,299504
Sarah,10,299673
Crewler,0,299663
Sarah,18,299819
Sophy,0,299801
Sarah,1,299849
Misses Spenlow,21,300129
Dora,10,300283
Jip,4,300293
Copperfield,8,300604
Jip,8,300648
Lavinia,2,300917
Francis,0,300974
Clarissa,1,301030
Mr. Copperfield,7,301108
Dora,17,301170
If Dora,35,301217
Francis,22,301359
Dora,13,301350
Francis,3,301601
Lavinia,3,301612
Traddles,23,301642
Traddles,18,301637
Traddles,0,301651
Clarissa,11,302043
Traddles,0,302051
Traddles,9,302262
Miss Lavinia,14,302385
Traddles,10,302381
Traddles,48,302419
Entirely,42,302413
Lavinia,5,302426
Clarissa,1,302422
Copperfield,47,302537
Traddles,20,302510
Francis,4,302599
Mr. Copperfield,9,302713
Mr. Copperfield,2,303020
Traddles,21,303039
I,0,303311
Mr. Copperfield,5,303372
Clarissa,0,303367
Clarissa,20,303407
Mr. Copperfield,29,303416
Miss Clarissa,23,303597
Lavinia,1,303618
Jip,23,303677
Dora,0,303879
David,28,304044
Doady,20,304036
Traddles,6,304235
Traddles,20,304388
Traddles,5,304373
Traddles,2,304392
Dora,7,304397
Sophy,6,304438
Dora,7,304466
Traddles,31,304490
Dora,14,304539
Agnes,20,304567
Agnes,3,304584
So,0,304702
Dora,10,304741
Dora,21,304781
Jip,17,304965
Dora,3,305119
Dora,4,305160
Lavinia,2,305224
Jip,23,305259
Dora,13,305249
Dora,21,305257
Dora,6,305694
Jip,15,305730
Dora,0,305866
Dora,13,305913
Oh,0,305900
Agnes,15,306679
Agnes,4,306691
Wickfield,1,306712
Mr. Wickfield,0,306711
Doctor,11,306722
Doctor,4,306715
Agnes,7,306741
Maldon,3,307385
Uriah,15,307462
Agnes,9,307581
Master Copperfield,12,307601
Master Copperfield,9,307870
Master Copperfield,47,307908
Uriah,0,307957
Agnes,29,308062
Dora,32,308065
Agnes,13,308080
Lavinia,10,308077
Agnes,20,308106
Agnes,11,308236
Agnes,4,308358
Dora,0,308354
Agnes,7,308367
Agnes,10,308477
Clarissa,4,308486
Lavinia,1,308483
Clarissa,1,308509
Agnes,4,308573
Agnes,0,308790
Dora,15,308805
Dora,22,308907
Dora,30,308915
Dora,5,308890
Dora,7,309196
Dora,11,309329
Jip,6,309344
Jip,15,309372
Agnes,12,309521
Dora,15,309524
Dora,17,309594
Strong,0,310092
Agnes,5,310097
God,0,310159
Dora,30,310189
Doctor,34,310255
Uriah,21,310353
Doctor,23,310378
Wickfield,1,310398
Doctor,8,310424
Uriah,12,310440
Strong,21,310720
Doctor Strong,19,310878
Doctor,34,310893
Doctor Strong,23,310981
Maldon,1,311007
Mr. Wickfield,40,311263
Strong,36,311259
God,7,311379
YOU,13,311385
Doctor,27,311399
Mr. Wickfield,47,311419
Mr. Wickfield,1,311373
Wickfield,48,311420
Annie,15,311452
Doctor,10,311447
Wickfield,12,311478
Master Copperfield,47,311540
Uriah,52,311545
Uriah,33,311690
Wickfield,52,311709
Mr. Wickfield,51,311708
Copperfield,8,311998
Doctor,11,312097
Doctor,15,312248
Annie,10,312243
Doctor,23,312525
Wickfield,0,313194
Wickfield,13,313207
Agnes,25,313702
", Copperfield",54,313815
Mr. Wickfield,10,313771
Copperfield,55,313816
Agnes,0,314466
Doctor,8,314491
Agnes,9,314556
Agnes,12,314559
Strong,0,314579
Doctor,14,314622
Markleham,0,314715
Markleham,0,314955
Annie,1,314989
Mr. Dick,15,315185
Doctor,23,315220
Doctor,2,315311
Dick,13,315619
Micawber,11,315697
Copperfield,17,315763
Micawber,20,315860
Mr. Copperfield,12,315852
Micawber,1,315881
Micawber,13,315981
Micawber,1,316088
Mr. Copperfield,20,316267
EMMA MICAWBER,1,316277
Micawber,0,316292
Dora,8,316409
Traddles,3,316726
Traddles,18,316741
Dora,5,317241
Peggotty,0,317341
And,0,317391
Traddles,2,317457
Traddles,11,317520
Copperfield,19,317773
Traddles,47,317832
Sophy,10,317942
Wickfield,27,317959
Sophy,0,318009
Dora,6,318015
Traddles,0,318054
Agnes,3,318099
Agnes,0,318119
Traddles,23,318142
Traddles,6,318125
Dora,20,318282
Jip,10,318440
Dora,0,318478
Lavinia,1,318494
Dora,22,318678
Dora,25,318705
Janet,0,318883
Peggotty,0,318896
Mr. Dick,0,318913
Mr. Dick,28,318962
Traddles,0,318934
Baby,5,319124
Dora,22,319451
Agnes,1,319746
Agnes,12,319757
Dora,7,319752
Jip,18,319898
Dora,13,319925
Dora,1,319983
Dora,1,320013
Dora,5,320047
Agnes,17,320224
Agnes,13,320220
Dora,8,320392
Dora,32,320638
Crupp,0,320667
Mary Anne,15,320682
Paragon,3,320688
Mary Anne,27,321001
Dora,0,321528
Dora,21,321676
Dora,28,321885
Dora,6,321863
Dora,15,321945
Mary Anne,32,321988
Dora,1,322168
Little Blossom,0,322312
But Little Blossom,24,322502
Heaven,0,322478
Little Blossom,20,322803
Betsey,2,323177
Dora,14,323300
Dora,24,323658
Dora,5,324058
Dora,7,324118
Jip,16,324273
Dora,11,324479
Dora,15,324733
Doady,11,324729
Dora,53,324823
Here Dora,7,324777
Dora,7,325259
Dora,21,325394
Agnes,0,325405
Dora,3,325775
Dora,0,325871
Jip,34,325922
Jip,15,325974
Jip,9,326110
Jip,19,326120
Jip,6,326135
Dora I,23,326986
Dora,1,327641
Dora,28,327820
Dora,0,327871
Jip,2,327916
Jip,5,327919
Little Blossom,6,328019
DICK,2,328028
Doctor,19,328045
Markleham,0,328122
Annie,5,328171
Markleham,0,328333
ME,3,328353
Old Soldier,0,328491
Annie,16,328563
The Doctor,22,328569
Markleham,0,328588
Annie,3,328631
Annie,6,328724
Annie,5,328851
Annie,10,328924
Old Soldier,14,328951
Maldon,6,328961
Dora,4,328969
Doctor,26,329013
Doctor,4,329029
Mr. Dick,0,329145
Mr. Dick,41,329350
Mr. Dick,24,329333
Trotwood,37,329346
Trotwood,14,329323
Mr. Dick,53,329491
Mr. Dick,17,329455
Mr. Dick,42,329601
Mr. Dick,20,329579
Dick,9,329844
Doctor,13,329924
Dick,8,329951
Dick,5,330048
Dick,51,330114
But,0,330063
Trotwood,5,330245
Trotwood,41,330364
Dick,4,330572
Dick,3,330577
Dick,0,330579
Mr. Dick,8,330709
Doctor,21,330858
Dora,5,330842
Strong,0,330924
Mr. Dick,10,330934
Strong,0,330971
Annie,39,331210
David,12,331183
Trotwood,10,331181
Markleham,0,331215
Annie,45,331411
David,34,331537
Strong,0,331503
Trotwood,28,331531
Markleham,0,331544
Annie,9,331721
Doctor,7,331881
Markleham,0,332003
Dick,27,332112
Mr. Dick,26,332111
Annie,16,332258
Mama,12,332254
Markleham,0,332289
Doctor,16,332321
Annie,2,332435
Strong,0,332595
Doctor Strong,21,332616
Doctor,25,332790
God,11,332776
Thus,15,332780
Uriah Heep,47,332812
Markleham,0,332831
Annie,5,332858
Doctor,5,332884
Mr. Dick,0,332915
Annie,8,333166
Annie,9,333343
Markleham,0,333334
Mama,0,333690
Wickfield,10,334465
Doctor,47,334763
Trot,6,335784
Steerforth,0,335947
Steerforth,0,336350
Dartle,9,336427
Steerforth,0,336509
Dartle,12,336541
Mr. Copperfield,33,337203
Mr. James,41,337211
Mr. James,34,337287
Mr. Littimer,0,337253
James,4,337306
Dartle,13,337458
Mr. Littimer,0,337753
Dartle,18,337964
Mr. Littimer,37,338408
Dartle,7,338378
Miss Dartle,6,338377
Dartle,22,338468
James,9,338485
Just,50,338839
Miss Dartle,44,338833
Littimer,8,338858
Copperfield,17,339085
Littimer,12,339888
Rosa,0,339876
Rosa,11,339954
Rosa,17,340117
Steerforth,0,340124
Peggotty,20,340468
Emily,19,341464
Ham,26,341471
Mas’r Davy,15,341661
God,0,341840
Ham,33,341873
Ham,12,341887
Ham,6,341923
Steerforth,14,341960
Ham,7,341953
Mas’r Davy,7,342069
Millbank,0,342718
Peggotty,5,343397
Martha,7,343573
Oh,62,343723
Oh,20,343681
God,4,345215
Peggotty,1,345212
Mas’r Davy,3,345706
Divine,18,346013
Peggotty,6,346273
Peggotty,16,346726
Mr. Dick,35,347008
Betsey Trotwood,30,347730
Trot,5,347772
Trot,9,347878
Trot,15,348023
Dora,27,349697
Dora,6,350400
Julia Mills,22,350489
Julia,17,350511
Julia,0,350494
Dora,20,350601
Dora,1,350610
Shakespeare,15,350654
Shakespeare,12,350762
Traddles,2,350776
Dora,27,350801
Dora,21,350878
Dora,14,351671
Jip,33,351774
Dora,21,352243
Agnes,14,352387
Dora,24,352397
She,0,352373
Dora,8,352610
Dora,19,352677
Dora,8,352691
Dora,15,352836
Dora,2,352823
Dora,24,352908
Dora,1,352947
Jip,16,352962
Doady,0,353338
Jip,13,353485
Jip,16,353503
Jip,0,353723
Dick,1,353778
Dora,21,353814
Thomas Traddles,10,354641
Mr. Thomas Traddles,9,354640
Mr. Copperfield,2,354633
Micawber,0,354746
Traddles,20,354909
Micawber,12,354901
Traddles,8,354897
Mr. Micawber,7,354980
Wielding,24,354997
Micawber,8,354981
Micawber,0,355021
Thomas Traddles,10,355035
Micawber,35,355107
Mr. Micawber,34,355106
T. that I,0,355072
Traddles,9,355130
Micawber,12,355150
Traddles,8,355185
Micawber,23,355219
Mr. Traddles,32,355304
Micawber,1,355394
Micawber,12,355492
Micawber,34,355567
Thomas Traddles,31,355626
Traddles,17,355652
EMMA MICAWBER,2,355637
Copperfield,18,355697
Traddles,22,355701
Uriah Heep,38,355905
Micawber,29,355896
Micawber,0,355918
Traddles,9,355940
Micawber,27,355989
Micawber,19,356012
Mr. Micawber,18,356011
Copperfield,0,356194
Traddles,0,356200
Micawber,0,356378
Mr. Micawber,19,356397
Micawber,20,356398
Micawber,38,356506
Traddles,24,356753
Traddles,43,356772
Copperfield,36,356827
Heep,20,356811
Mr. Micawber,40,356831
Mr. Micawber,22,356813
Copperfield,2,357029
Wickfield,4,357204
Traddles,21,357518
Micawber,1,357523
Dora,14,357601
Micawber,12,357619
Micawber,1,357625
Mr. Micawber,3,358040
Micawber,0,358246
Mr. Micawber,0,358260
Micawber,10,358331
Micawber,10,358765
Mr. Micawber,52,359247
Micawber,11,359591
But,0,359623
Martha,24,359895
PEGGOTTY,1,359872
Peggotty,13,359910
Emily,31,359946
Dartle,19,360222
Emily,19,360246
Dora,0,360282
Martha,14,360435
Micawber,6,360652
Martha,17,361688
Dartle,9,361722
Dartle,5,361924
Rosa Dartle,31,361989
Martha,0,361958
Emily,3,362034
Miss Dartle,11,362042
James Steerforth,30,362191
Peggotty,28,362371
Emily,16,362640
Rosa Dartle,0,363016
Emily,11,363287
Emily,0,363696
ME,10,363714
Emily,17,364228
God,5,364663
Peggotty,8,364984
Dora,0,364976
Peggotty,6,365321
Saviour,33,365508
Mas’r Davy,30,365739
Mr. Peggotty,31,366208
Sermuchser,0,366276
Em’ly,4,366280
Em’ly,12,366288
Em’ly,0,366307
Peggotty,8,366330
Fisherman,21,367119
Fisherman,14,367164
Fisherman,8,367178
Mr. Peggotty,48,367218
Peggotty,31,367623
Em’ly,15,367870
Em’ly,12,367941
Mas’r Davy,14,368090
Em’ly,4,368097
Mr. Peggotty,12,368191
Betsey Trotwood,0,368351
Mas’r Davy,10,368485
Em’ly,20,368495
Peggotty,6,368791
Missis Gummidge,41,368861
Missis Gummidge,4,368868
Mas’r Davy,5,368894
Gummidge,0,368904
Missis Gummidge,9,369011
Peggotty,1,369083
Mas’r Davy,15,369290
Ham,21,369602
Mr. Omer,30,369871
Mr. Omer,19,369860
Peggotty,9,369850
Ham,15,369856
Omer,33,370145
Mr. Omer,0,370198
Mr. Omer,12,370404
Omer,28,370471
Mr. Omer,27,370470
Omer,0,370545
Emily,12,370728
Martha,19,370841
Mr. Omer,55,370877
Peggotty,1,370881
Minnie,4,370988
Minnie,5,371022
Martha,8,371025
Mr. Omer,5,371097
Omer,0,371290
Mr. Omer,36,371364
Minnie,0,371379
Joram,2,371381
Minnie,0,371405
Mr. Omer,6,371454
Mr. Omer,53,371501
Joram,25,371473
Mr. Omer,0,371583
Omer,14,371659
Omer,31,371676
Mr. Omer,30,371675
Mr. Omer,0,371750
Ham,9,371787
Peggotty,0,371791
Barkis,19,371810
Mr. Barkis,18,371809
Barkis,9,371842
Peggotty,12,371872
Gummidge,0,371860
Peggotty,1,371900
Ham,9,371912
Gummidge,0,371903
Peggotty,11,371962
Emily,4,371986
Peggotty,2,372009
Crocodile,16,372023
Emily,28,372114
Ham,11,372328
Mas’r Davy,10,372848
Mas’r Davy,0,373030
Peggotty,15,373287
Gummidge,0,373272
Missis Gummidge,11,373405
Peggotty,20,373414
Missis Gummidge,0,373394
Mr. Peggotty,31,373461
Gummidge,0,373430
Mr. Peggotty,40,373629
Steerforth,3,373592
Dan’l,38,373754
Peggotty,9,373725
Gummidge,0,373716
Dan’l,15,373774
Gummidge,0,373759
Dan’l,8,373801
Dan’l,17,373847
Gummidge,0,373830
Dan’l,12,373867
Em’ly,21,373876
Gummidge,0,373855
Mr. Peggotty,49,373937
Dan’l,19,373968
Dan’l,13,374032
Gummidge,0,374198
Gummidge,0,374275
Gummidge,0,374287
Dora,6,374347
Mr. Micawber,19,374360
Dick,43,374384
Ah,0,374341
Mr. Dick,42,374383
Jip,19,374459
Dora,1,374441
Doady,8,374549
Dora,51,374592
Dora,36,374629
Jip,10,374686
Dora,4,374717
Jip,9,374983
Dora,10,375053
Traddles,24,375097
Mr. Dick,21,375094
Dora,26,375304
Micawber,17,375551
Mr. Micawber,16,375550
Mr. Dick,17,375571
Dick,18,375572
Micawber,30,375623
Traddles,0,375593
Traddles,0,375707
Dixon,13,375847
Dixon,22,375856
Micawber,41,375875
Dick,12,375896
Mr. Dick,23,375907
Mr. Micawber,42,375926
Mr. Micawber,15,375960
Micawber,16,375961
Mr. Micawber,28,376055
Traddles,50,376077
Mr. Traddles,23,376050
Micawber,6,376093
Mr. Micawber,40,376176
Micawber,5,376199
Copperfield,0,376194
Miss Wickfield,25,376241
Traddles,6,376392
Micawber,3,376420
Micawber,33,376517
David Copperfield,51,376628
Thomas Traddles,55,376632
Mr. Wickfield,33,376610
Will,0,376577
Miss Trotwood,47,376624
Uriah Heep,8,376644
Dixon,1,376637
Copperfield,0,376837
Uriah,17,377034
Mr. Heep,28,377045
Traddles,33,377050
Uriah,5,377078
Wickfield,7,377183
Traddles,13,377189
Mr. Wickfield,24,377215
Mr. Heep,43,377234
Uriah,5,377250
Traddles,4,377269
Copperfield,20,377361
Uriah,2,377456
Micawber,30,377509
Micawber,10,377489
Traddles,15,377494
Uriah,34,377513
Traddles,12,377491
Micawber,47,377562
Uriah,44,377559
Micawber,1,377516
Uriah,24,377594
Micawber,13,377583
Micawber,38,377608
Uriah,0,377614
Mr. Micawber,23,377717
Uriah,54,377748
Micawber,12,377880
Wickfield,15,378064
Micawber,5,378120
Traddles,19,378174
Uriah,8,378317
Micawber,12,378375
Agnes,7,378628
Copperfield,50,378748
Micawber,54,379134
Villain,45,379125
Micawber,1,379392
Mr. Micawber,54,379483
Uriah,19,379448
Mr. Micawber,28,379527
Traddles,48,379547
Micawber,0,379765
HEEP,11,379871
Mr. Micawber,33,380029
Micawber,34,380030
Micawber,15,380349
Uriah,3,380337
Uriah,66,380615
Uriah,5,380554
Copperfield,1,380550
HEEP,25,380574
Mr. Traddles,27,380576
Uriah,31,380648
Mr. Micawber,21,380638
Mr. Micawber,53,380670
Or,47,380664
Mr. Micawber,35,380824
Micawber,2,380911
And,0,381202
Micawber,1,381263
"Mr. W. ,",34,381373
Wilkins Micawber,15,381445
Traddles,16,381622
Ury,21,381627
Ury,30,381743
Micawber,10,382003
. Micawber,31,382443
Micawber,32,382444
Canterbury Pilgrimage,8,382643
Micawber,15,382916
Uriah,6,382907
Mr. Micawber,28,382958
Traddles,12,383000
